Autor,Descrição,Desenho Livre,Document,Dossiê,Função Sérgio Britto,Link do Item,Local,Nome do material,Tipo de artigo,Título,Ano,Tipo de publicação,Elenco,Equipe Técnica,Veículo da publicação,Material de Divulgação,Número de páginas,Projeto Gráfico,Observação
,"Divulgação sobre 	A noite tudo encobre, de Emlyn Williams, direção Sergio Britto. 
Elenco Gianfrancesco Guarniere, Arlete Montenegro, Carminha Brandão, Serafim Gonzales, Gledi Marize, entre outros. Especial para a TV Excelsior.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/estudio-nove-e-a-vez-do-teatro-na-tv/,,Hemeroteca,,Estúdio nove é a vez do teatro na tv,1969,reportagem,,,Gazeta esportiva,,,,
,"Divulgação sobre 	A noite tudo encobre, de Emlyn Williams, direção Sergio Britto. 
Elenco Gianfrancesco Guarniere, Arlete Montenegro, Carminha Brandão, Serafim Gonzales, Gledi Marize, entre outros. Especial para a TV Excelsior.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-noite-tudo-encobre/,,Hemeroteca,,A noite tudo encobre,1969,divulgação,,,,,,,
,"Matéria sobre a reprise dos três primeiros capítulos da novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/moracy-do-val-show/,,Hemeroteca,,Moracy do Val Show,1969,reportagem,,,,,,,
,"Matéria sobre a novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/barra-limpa-terror-e-suspense-no-estudio-9/,,Hemeroteca,,Barra limpa terror e suspense no estúdio 9,1969,reportagem,,,Notícias Populares,,,,
,"Matéria com foto de Tonia Carrero e Rita Cléos em cena da novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sangue-do-meu-sangue/,São Paulo,Hemeroteca,,Sangue do meu sangue,1969,reportagem,,,Folha de São Paulo,,,,
Regina Helena,"Matéria sobre a participação como galã de Francisco Cuoco na novela Sangue do meu sangue.
Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-gala-que-nao-e-so-bonito/,,Hemeroteca,,Um galã que não é só bonito,1969,reportagem,,,,,,,
,"Matéria sobre a estréia da novela Sangue do meu sangue.
Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/telex/,,Hemeroteca,,Telex,1969,reportagem,,,Notícias Populares,,,,
,Matéria sobre o fato de Jorge Amado escrever uma novela para o canal 9 que será dirigida por Sergio Britto.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tv-show/,,Hemeroteca,,TV-Show,1969,reportagem,,,Folha de São Paulo,,,,
,"Matéria sobre o atendimento pela TV Excelsior de pedido de telespectadores para reprisar os primeiros capítulos da novela sangue do meu sangue.

Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/pediram-bis-na-tv-excelcior/,,Hemeroteca,,Pediram bis na TV-Excelcior,1969,reportagem,,,Última Hora,,,,
,"Matéria sobre o final da novela A muralha. novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-muralha-4/,Goiania,Hemeroteca,,A muralha,1969,reportagem,,,O popular,,,,
,"Matéria sobre o final da novela A muralha. novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-muralha-chega-ao-fim/,,Hemeroteca,,A muralha chega ao fim,1969,reportagem,,,,,,,
,"Matéria sobre o final da novela A muralha. novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/as-lagrimas-disseram-adeus-a-muralha/,,Hemeroteca,,As lágrimas disseram adeus à Muralha,1969,reportagem,,,,,,,
,Matéria sobre a viagem de Sergio Britto à Bahia onde se encontrou com Jorge Amado que escreverá uma novela para a televisão.,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-novela-na-bahia/,,Hemeroteca,,Uma novela na Bahia,1969,reportagem,,,,,,,
,"Matéria sobre a novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/novela-de-epoca-traz-tonia-carrero-do-rio/,São Paulo,Hemeroteca,,Novela de época traz Tonia Carrero do Rio,1969,reportagem,,,Folha de São Paulo,,,,
,"Matéria sobre a novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/francisco-cuoco-morreu/,São Paulo,Hemeroteca,,Francisco Cuoco morreu,1969,reportagem,,,Folha de São Paulo,,,,
,"Matéria sobre a novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/aqui-a-estreia-do-nove/,São Paulo,Hemeroteca,,"Aqui, a estréia do nove",1969,reportagem,,,Popular da Tarde,,,,
,"Matéria sobre a novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sangue-do-meu-sangue-comeca-dia-31/,São Paulo,Hemeroteca,,Sangue do meu sangue começa dia 31,1969,reportagem,,,A Gazeta,,,,
,"Matéria sobre a novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/finalmente-a-muralha/,Goiania,Hemeroteca,,"Finalmente, A muralha",1969,reportagem,,,O popular,,,,
,"Matéria com extença entrevista com Sergio Britto, destacando que o ator tem se dedicado à direção de novelas.
 Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-britto-em-cenario-de-todos-os-santos/,,Hemeroteca,,Sergio Britto em cenário de todos os santos,1970,reportagem,,,O Jornal,,,,
,"Matéria destacando a  participação de Tonia Carrero na Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tonia-carrero-a-atracao-de-sangue-do-meu-sangue/,,Hemeroteca,,"Tonia Carrero, a atração de Sangue do meu sangue",1970,reportagem,,,,,,,
Caio Gracoo,"Matéria sobre a   Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sangue-do-meu-sangue-proxima-estreia-do-nove/,,Hemeroteca,,"Sangue do meu sangue, proxima estreia do nove",1970,reportagem,,,,,,,
Regina Helena,"Matéria com Sergo Britto, que irá dirigir a  Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-gala-dos-cabelos-prateados/,,Hemeroteca,,O galã dos cabelos prateados,1970,reportagem,,,A Gazeta,,,,
,"Matéria sobre a Novela Sangue do meu sangue escrita por Vicente Sesso, direção Sergio Britto, na TV Excelsior. 
Elenco Francisco Cuoco, Nivia Maria, Tonia Carrero, Edmundo Lopes, Sadi Cabral, Sergio Britto, Rodolfo Mayer, Aldo de Maio, Geraldo Louzano, Carminha Brandão, Fernanda Montenegro, Nicete Bruno, Henrique Martins, Armando Bogus e Salomé Parizio.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/noticias-tv-excelsior-lanca-em-abril-mais-uma-novela/,,Hemeroteca,,Notícias Tv-Excelsior lança em abril mais uma novela,1970,reportagem,,,,,,,
,Matéria sobre o sorteio em que os ganhadores jantarão com Sergio Britto e Nathalia Timberg,,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sorteio-de-jantar/,,Hemeroteca,,Sorteio de Jantar,1970,reportagem,,,,,,,
,"Matéria sobre o elenco contratado pelo canal 9.

Novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/eles-sao-9-atores-do-9/,,Hemeroteca,,Eles são 9 atores do 9,1970,reportagem,,,,,,,
,"Matéria sobre os êxitos de Fernanda Montenegro em São Paulo, com destaque para sua atuação na novela A muralha.

Novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-disputadissima-fernanda/,,Hemeroteca,,A disputadissima Fernanda,1970,reportagem,,,City News de S. Paulo,,,,
,"Matéria sbre as novelas que sucederão A muralha, entre elas a de Vicente Sesso terá a direção de Sergio Britto.

Novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/noticias-do-9/,,Hemeroteca,,Notícias do 9,1970,reportagem,,,Popular da Tarde,,,,
,"Matéria sbre o fim da novela A muralha.

Novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-fim-da-novela-a-muralha/,,Hemeroteca,,O fim da novela A muralha,1970,reportagem,,,,,,,
Oswaldo Coimbra,"Matéria sbre a batalha dos Bandeirantes com os Emboabas na novela A muralha.

Novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-muralha-mortos-e-feridos/,,Hemeroteca,,A muralha: mortos e feridos,1970,reportagem,,,,,,,
,"Fotos dos atores Aldo de Maio, Arnaldo Weiss e Maracy Mello com patrocínio da Kolynos Van Ess.

Novela A muralha de Dinah Silveira de Queiroz e adaptado por Ivany Ribeiro na Tv Excelsior. 
Elenco: Fernanda Montenegro, Rosamaria Murtinho, Arlete Montenegro, Nicete Bruno, Silvio de Abreu, Mauro Mendonça, Gianfrancesco Guarniere, Maria Isabel de Lisandra, Fernando Torres, Paulo Goulart, Edgard Franco, Stenio Garcia e Nathalia Timberg.
Adaptada por Invani Ribeiro do romance de Diná Silveira de Queiroz. Aborda um assunto histórico, a fundação de São Paulo de Piratininga contada a partir das bandeiras. Retrata a Guerra dos Emboabas., no começo do século XVIII.",,,Novelas e Minisséries,,https://www.funarte.gov.br/acervo-sergio-britto-digital/telenovela/,,Hemeroteca,,Telenovela,1970,reportagem,,,,,,,
